id,stem,choices,correctKey,rationale,module,topic,skillArea,sourceType,locale,published,sourcePdf,solutionPdf,itemIndex
bank-t10-16-ca9f8da5ba,"Slovné spojenie obytný dom má rovnaký rytmus ako spojenie zelený strom, ale iný rytmus ako spojenie kráľovský trón. Ktorá z možností má iný rytmus ako ostatné tri?",A. mesiac spí a sní|B. výhľad na Tatry|C. prídem od babky|D. nie som predsa ty,A,K-D-D-K-D,M5,T10,VJS,bank,sk,true,VSJP8_Mudre-predplatne_10_Ulohy-frdkfu.pdf,VSJP8_Mudre-predplatne_10_Riesenia-dc92zv.pdf,16
bank-t10-17-82a4adf439,"Slovné spojenie obytný dom má rovnaký rytmus ako spojenie zelený strom, ale iný rytmus ako spojenie kráľovský trón. Ktoré z uvedených slovných spojení má iný rytmus ako ostatné tri?",A. bez kamaráta|B. neprechádzajte|C. nepečieme nič|D. nebeská hudba,A,K-K-K-D-K,M5,T10,VJS,bank,sk,true,VSJP8_Mudre-predplatne_10_Ulohy-frdkfu.pdf,VSJP8_Mudre-predplatne_10_Riesenia-dc92zv.pdf,17
bank-t10-18-cefeecc753,"Slovné spojenie obytný dom má rovnaký rytmus ako spojenie zelený strom, ale iný ako spojenie kráľovský trón. Ktorá z uvedených možností má iný rytmus ako ostatné tri?",A. máme vankúše|B. smieme nakúpiť|C. mierne náročný|D. nárok nemáme,C,D-K-D-K-D,M5,T10,VJS,bank,sk,true,VSJP8_Mudre-predplatne_10_Ulohy-frdkfu.pdf,VSJP8_Mudre-predplatne_10_Riesenia-dc92zv.pdf,18
bank-t10-19-456fb8b375,"Slovné spojenie obytný dom má rovnaký rytmus ako spojenie zelený strom, ale iný rytmus ako spojenie kráľovský trón. Ktorá z uvedených možností má iný rytmus ako ostatné tri?",A. defenestrácia|B. demokracia|C. neprepadáme tu|D. nebezpečné činy,B,K-K-K-K-K,M5,T10,VJS,bank,sk,true,VSJP8_Mudre-predplatne_10_Ulohy-frdkfu.pdf,VSJP8_Mudre-predplatne_10_Riesenia-dc92zv.pdf,19
bank-t10-20-6704e563cb,"Slovné spojenie prídete k nám má rovnaký rytmus ako spojenie nádherne spí, ale odlišný rytmus ako spojenie moderný štýl. Ktoré z uvedených spojení má rovnaký rytmus ako spojenie dnes neprídem domov?",A. sedieť a mávať im|B. natáčajú tu film|C. nesadíme kvety|D. smiem sa spýtať teba,C,K-K-D-K-K-K,M5,T10,VJS,bank,sk,true,VSJP8_Mudre-predplatne_10_Ulohy-frdkfu.pdf,VSJP8_Mudre-predplatne_10_Riesenia-dc92zv.pdf,20
bank-t11-01-bec726d2fb,"Aj keď pravdepodobne nevieš po chorvátsky, pokús sa odhaliť, čo približuje nasledujúci text. Na malo biljnog ulja prepirjajte luk narezan na sitne komade. Pirjajte dok ne omekša. U lonac dodajte i sitno narezani češnjak te pirjajte sve zajedno još oko jednu minutu. Ubacite mrkvu narezanu na kockice. Ubacite koncentrat rajčice i pasatu te sve dobro promiješajte. U lonac stavite i krumpir narezan na manje kockice. Sve dobro promiješajte i zalijte vodom ili povrtnim temeljcem. Ako ne radite kod kuće vlastite temeljce, vrlo lako ga možete napraviti miješanjem tople vode s kupovnim temeljcem u kocki.",A. Zákon o cestnej premávke|B. Recept na polievku|C. Výskyt nového druhu komára|D. Zdravý životný štýl v lete,B,"Kľúčové slová: češnjak (cesnak), mrkvu, na kockice (na kocky)",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,1
bank-t11-02-e51b571421,slovo v texte.,A. všetko|B. svoje|C. spolu|D. svet,A,Sve dobro promiješajte i zalijte vodom . = Všetko dobre premiešajte a zalejte vodou.,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,2
bank-t11-03-37ae499a0c,"V akom jazyku je písaný uvedený text? Interlingua es un lingua vivente, multo usate in Internet pro paginas official, presentationes pro un publico international e pro diarios electronic personal (appellate ""weblogs""). Iste pagina presenta un numero de sitos in Internet que usa interlingua. Entra in un nove mundo fascinante.",A. maďarčina|B. interlingua|C. ruština|D. gréčtina,B,"Interlingua je umelo vytvorený jazyk, ktorý má základy v románskych jazykoch . Na začiatku textu sa o nej hovorí.",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,3
bank-t11-05-939b92fcd2,"Aj keď pravdepodobne neovládaš poľštinu , skús určiť, ktoré tvrdenie z textu nevyplýva. Przygotujemy dla Państwa pyszne kompozycje począwszy od delikatnych przystawek, po aromatyczne zupy i dania główne. W naszej karcie nie brakuje również pizzy, past czy sałatek. A na deser? Rozmaite ciasta i ciasteczka, desery lodowe, smoothie i koktajle owocowe. A jako dopełnienie całości proponujemy świeżo parzoną kawę, herbatę czy lampkę ulubionego wina.",A. Reštaurácia ponúka čerstvo praženú kávu|B. V menu nechýba ani pizza|C. Lodné dezerty sú len časťou vynikajúceho občerstvenia|D. V ponuke majú ovocné koktejly,C,"Desery lodower nie sú lodné, ale ľadové dezerty .",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,5
bank-t11-06-6f9116749a,"Urči, o aký typ textu sa jedná . Kde domov můj, kde domov můj. Voda hučí po lučinách, bory šumí po skalinách, v sadě skví se jara květ, zemský ráj to na pohled! A to je ta krásná země, země česká, domov můj, země česká, domov můj!",A. sonet|B. hymna|C. epická báseň|D. inzerát,B,Správna odpoveď: B.,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,6
bank-t11-07-11e5bc7534,"Aj keď pravdepodobne nevieš po taliansky, skús určiť tému textu. Confindustria, Draghi: ""Il governo non alzerà le tasse, i soldi ora si danno"" Il presidente del consiglio Draghi lancia la proposta di un patto economico e sociale per rilanciare l'Italia riprendendo le parole del presidente della Confindustria Bonomi e invita tutti a lavorare insieme per rendere.",A. futbal|B. talianska kuchyňa|C. talianska politika|D. domáce spotrebiče,C,"Kľúčové slová: governa, presidente, economico , sociale, ...",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,7
bank-t11-08-4d8def77e4,"Aj keď pravdepodobne nevieš po maďarsky, skús určiť tému nasledujúceho textu. Domborzatát síkságok és alacsony középhegységek uralják. Itt található Közép-Európa legnagyobb tava, a Balaton. Legmagasabb pontja a Mátrában található Kékes-tető, (1014 m). Fejlett út- és vasúthálózattal rendelkezik. A légi közlekedés viszonylag fejletlen. Menetrend szerinti légijárattal csak a két legnagyobb városba, Budapesre és Debrecenbe lehet eljutni. A többi nagyobb város nehezen vagy egyáltalán nem elérhető repülővel. Ennek ellenére a térségben ide érkezik a legtöbb külföldi turista.",A. cestovný ruch|B. slepačí vývar|C. zdravotníctvo v 21. storočí|D. výchova detí,A,"Kľúčové slová: Europa, Balaton, 1014 m, Budapesre, Deremcenbe, turista ...",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,8
bank-t11-09-bc54e3408e,"Aj keď pravdepodobne nevieš slovinsky, označ možnosť, ktorá vyplýva z textu. Za to obdobje so značilne počasne spremembe. Najpomembnejša gospodarska dejavnost je bila kmetijstvo, saj je od njega živela večina prebivalcev. Preostali pa so se ukvarjali z obrtjo, trgovino in drugimi dejavnostmi (fužinarstvo). Industrijska podjetja so se na Slovenskem začela pojavljati šele v prvi polovici 19. stoletja. Zato, ker je Slovenija ležala v bolj slabo razvitem del avstro-ogrske monarhije, se je na Slovenskem industrializacija začela kasneje kot v bolj razvitih evropskih državah. Sredi 19. stoletja pa so prek Slovenije začeli graditi Južno železnico, ki je povezovala Dunaj s Trstom. Ta železnica je omogočila malo hitrejšo industrializacijo v primerjavi z drugimi vzhodnimi državami.","A. Slovinské zdravotníctvo využívalo južnú železnicu do 19. storočia|B. Slovinsko bolo súčasťou južnej Európy pri Dunaji|C. Preto, že krajin a má veľa kríkov, preteká ňou Dunaj|D. Priemyselné podniky sa v Slovinsku začali objavovať až v prvej polovici 19. storočia",D,"Kľúčové slová: industrijska, Slovenskem, začela, v prvi polovici 19. stoletja",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,9
bank-t11-10-a61cd9c0fc,Ktorý mesiac pomenúva české slovo září?,A. september|B. november|C. október|D. máj,A,Správna odpoveď: A.,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,10
bank-t11-11-7c7cc3fcb6,"Aj keď pravdepodobne neovládaš chorvátsky jazyk, pokús sa identifikovať ústrednú tému textu. Među predsvadbenim običajima najvažniji su prošnja i zaruke. Zaruke su najčešće zaseban čin, sa simboličnim sadržajem: međusobnim primanjem za ruke mladić i djevojka iskazuju odluku da zasnuju brak. Pretpostavlja se da je među Hrvatima prije prihvaćanja kršćanstva to bio glavni obred sklapanja braka. Pri zarukama djevojka prima darove, najčešće jabuku, novac i/ili prsten. Još su dva čina slične obredne važnosti i velike starine: okretanje djevojke (u smjeru kretanja Sunca) i prstenovanje djevojke; zbivaju se na zarukama ili u drugim trenutcima običajnoga kompleksa, a prstenovanje se u nekim krajevima izdvojilo kao zaseban čin.",A. cesta loďou|B. svadobné zvyky|C. vyšetrovanie trestného činu|D. chov dobytka,B,Kľúčové slová: presvadbenim običajima,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,11
bank-t11-12-2785d66bc1,"Ak v Česku pripravia na obed játra, čo dostaneš na tanier?",A. jadierka|B. buchty|C. pečeň|D. chlieb,C,Správna odpoveď: C.,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,12
bank-t11-13-0cdb13c54a,"Nasledujúci text je v jazyku interlingua. Aj keď tento jazyk pravdepodobne neovládaš, pokús sa určiť, ktoré slovo je preložené správne. Io presenta iste blog como un ressource pro stedentes de linguas interessange in iste maniera de studiar linguas. Omne le usatores de iste blog es libere a copiar e republicar su textos – e mesme a facer nove redactioines de illos pro usos personal o pro le production de nove resources pro studentes de linguas.",A. maniera – výhoda|B. mesme – chýba|C. omne – každý|D. facer – nadávať,C,"omne (používa sa aj v slovenských slovách ako predpona omni - vo význame všade/všetko, napr. omniprezentný – všadeprítomný, omnivor – všežravec,...)",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,13
bank-t11-14-fa46bd7791,"Aj keď pravdepodobne neovládaš esperanto, pokús sa odhadnúť, o čom hovorí nasledujúci text. Ĉiu havas rajton je edukiĝo. La edukado estu senpaga, almenaŭ en la elementa kaj fundamenta stadioj. La elementa edukado estu deviga. La teknika kaj porprofesia edukado estu ĝenerale akirebla, kaj pli alta edukado estu egale akirebla por ĉiuj laŭ ties meritoj.",A. cestovanie|B. technológie|C. tehotenstvo|D. vzdelávanie,D,"Kľúčové slová: eduki ĝo, edukado",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,14
bank-t11-15-0a1e963f39,"Aj keď tento jazyk pravdepodobne neovládaš, pokús sa odhadnúť, o čom text hovorí. Mia Konto - via persona informo: Post kiam vi ensalutas, la ligoj en la verda strio ĉe la supro de la paĝo estas 'Hejmo', 'Elsaluti', and 'Mia Konto'. La ligoj 'Ĉareto', and 'Pagi' aperas se vi havas varojn en via ĉareto. Vi povas klaketi la ligon 'Mia Konto' kaj redakti vian personon informon la ŭplaĉe.",A. o hádke dvoch redaktorov|B. o vytvorení používateľského účtu na webstránke|C. o starých čarodejníckych praktikách|D. o pravidlách kartovej hry,B,"Kľúčové slová: Mia Konto, Pagi, persona informo",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,15
bank-t11-16-e72d9c43d4,"Aj keď pravdepodobne neovládaš esperanto, pokús sa odhadnúť slovenský názov nasledujúcej modlitby. Patro nia, kiu estas en la ĉieloj, sanktigata estu Via nomo. Venu Via regno, fariĝu Via volo, kiel en la ĉielo, tiel ankaŭ sur la tero. Nian panon ĉiutagan donu al ni hodiaŭ. Kaj pardonu al ni niajn ŝuldojn, kiel ankaŭ ni pardonas al niaj ŝuldantoj. Kaj ne konduku nin en tenton, sed liberigu nin de la malbono. Amen.",A. Zdravas Mária|B. Modlitba pre región|C. Otčenáš|D. Modlitba za patrónku,C,Kľúčové slová: Patro nia,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,16
bank-t11-17-cc0af42799,"Aj keď pravdepodobne neovládaš esperanto, pokús sa odhadnúť význam zvýraznenej frázy. “Galina, Galina, mia fratino, mi volas danki vin. Se vi scius, de kiom longe mi rigardas admire kaj dezire al tiu kastelo, ĉiufoje, kiam mi tie pasas! Se vi scius! Nur pensi, ke nun ĝi estas mia... Dankon, Galina, dankegon al vi!” “Ne danku min, frateto. Mi nur faris mian devon, bonfratine.”","A. Nie, ja si nedám večeru|B. Neďakuj mi, bratu|C. Nechoď tam, prosím|D. Nikoho nepotrebujem, ani teba",B,"Kľúčové slová: Danku, frateto",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,17
bank-t11-18-0d58e6f64c,"Aj keď pravdepodobne neovládaš jazyk interlingua, pokús sa odhadnúť, ktoré slovo je preložené správne. Su utilitate practic es demonstrate como un lingua de summarios de articulos in publicationes scientific, super toto in le campo medical, e como idioma unic in conferentias international.",A. articulos – cirkusanti|B. medical – chorý|C. idioma – hlupák|D. super – najmä,D,Správna odpoveď: D.,M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,18
bank-t11-19-f148272030,"Aj keď pravdepodobne neovládaš jazyk interlingua, pokús sa odhadnúť, o čom hovorí uvedený text. Roma antique (in latino: Rōma), o Civilisation roman, desgina omne characteristicas differente de un organisation assimilabile a un Stato, surgite del expansion del citate de Roma, que in su epocha de apogeo, arrivava a extender se desde Grande Britannia usque le deserto del Sahara e desde le peninsula Iberic al fluvio Euphrates. In principio, tras su fundation (753 aEC) Roma esseva un monarchia etrusce. Plus tarde (509 aEC) esseva un republica latin e in 27 aEC convertiva se in imperio.",A. o pôvode Rómskej kultúry|B. o založení Veľkej Británie|C. o zakladaní štátov v blízkosti riek|D. o histórii Rímskej ríše,D,"Kľúčové slová: Roma antique, Civilisation roman, monarchia, republica latin, imperio",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,19
bank-t11-20-6eb9b273b8,"Aj keď pravdepodobne neovládaš jazyk interlingua, pokús sa odhadnúť, čo vyplýva z nasledujúceho textu. Illo se adapta ben al vita in appartamento. Le bulldog non soporta troppo le calor ni le effortio excessive, illo ronca frequentemente.","A. Aktívny život sa dá dosiahnuť iba pravidelným behaním|B. Kalórie môžeme efektívne páliť iba cvičením|C. V kláštoroch musí vždy existovať človek, ktorý ochraňuje svojich kolegov|D. Bulldog je pes, ktorý sa dobre prispôsobí životu v byte",D,"Kľúčové slová : se adapta, appartamento, bulldog, effortio",M6,T11,VJS,bank,sk,true,VSJP8_Mudre-predplatne_11_Ulohy-jdivir.pdf,VSJP8_Mudre-predplatne_11_Riesenia-raeg6x.pdf,20
bank-t12-01-618f70aad9,Palko šifruje slová. Takto zašifroval slovo hamburger – GBLCTSFFQ. Ako zašifruje slovo KOLONADA?,A. JPKPMBCB|B. LPMPOBEB|C. SPTIJKLEZ|D. LMPMPMZ,A,Abeceda sa posúva striedavo doľava a doprava.,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,1
bank-t12-02-ee394d9531,"Janka, Ivka a Katka sa rozhodli používať svoje mená zašifrované, aby nikto iný nevedel, na koho hovoria. Meno Janka zašifrovali takto: Kaola. Odhaľ princíp šifry a rozhodni, ako budú dievčatá prezývať Ivku s Katkou.",A. Jwlb & Kbulb|B. Huja & Jzsjz|C. Iwla & Laula|D. Ovts & Berkt,C,Spoluhlásky posúvame o jedno písmeno doprava.,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,2
bank-t12-03-37dd17ff45,"Názvy školských predmetov sme zašifrovali podľa tohto princípu: ak má párny počet písmen, abeceda sa posunie smerom doprava, ak má nepárny počet písmen, abeceda sa posunie smerom doľava. Za každou samohláskou nasleduje číslo podľa toho, koľká v abecede je. V ktorej možnosti je zašifrovaný predmet geografia?",A. Lz1sez1shja1|B. Fd5n15fqz1eh9z1|C. Hf5p16hsb1gj9b1|D. He5n47hpa1gk10b2,C,8 písmen – párny počet – abecedu posúvame doprava.,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,3
bank-t12-04-2c32233da2,"Aby si Lenka zapamätala PIN kód, vytvorila si takúto tabuľku: 1 2 3 4 5 6 7 8 9 0 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Ak je jej PIN kód 6541, môže si zapamätať napríklad slovo FOXU. Ak chce zistiť svoj PIN kód, tak k jednotlivým písmenám slova nájde zodpovedajúce číslice vo vrchnom riadku tabuľky. Lenka si zmenila PIN kód. Tri z nasledujúcich slov jej pomôžu zapamätať si ho. Ktoré slovo jej nepomôže?",A. AIDE|B. KINO|C. USNE|D. KILO,B,"V možnosti B by bol PIN 2945, v ostatných 1945 .",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,4
bank-t12-05-1f513f88d3,"Slovo dovolenka sa dá zašifrovať dvoma spôsobmi: epwpmfnlb & cnunkdmjz. Odhaľte princíp šifry a zvoľte tú možnosť, v ktorej sú správne obe šifry slova mramor.",A. msbnps & otcows|B. lraear & kezlnq|C. lqyljq & nsanos|D. nsbnps & lqzlnq,D,Písmená v abecede posúvame doprava alebo doľava .,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,5
bank-t12-06-8e4f14faf1,"Laura šifruje slová. Každé slovo zašifrovala rovnako, iba v jednom sa pomýlila. Takto zašifrovala slovo POMARANČ – NMKYPYLA V ktorom zo slov urobila Laura chybu?",A. ISDMP|B. YTRM|C. TPCAIMTIY|D. LMFYTGAC,B,"Písmená posúvame o dve písmená dozadu, v možnosti B je písmeno U (v slove auto) posunuté iba o jedno písmeno .",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,6
bank-t12-07-688acfe0f3,"Lucia sa snaží rozlúsknuť šifru svojej mladšej sestry, pretože chce heslo od počítača, ktorým je zašifrované slovo HESLO. Vie, že slovo OPICA zašifrovala sestra ako 01103. Aké bude heslo?",A. 40306|B. 04315|C. 01123|D. 34020,D,"Každé číslo v hesle zodpovedá počtu rovných čiar v slove heslo. Teda písmeno H má tri rovné čiary, E = 4, S =0, L = 2, O = 0.",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,7
bank-t12-08-12cb938266,"Lara a Lenka sú sestry, ktoré si vymysleli vlastný jazyk, aby im nik to iný nerozumel. Ich jazyk je vytvorený pomocou šifry. V šifre po každej samohláske pridajú písmeno K a pokračujú rovnakou samohláskou. Ako povie Lenka Lare, že nemá domácu úlohu?",A. Nekemakam dokokomakacuku ukulokohoku|B. Nekemákám dokomákácuku úkúlokohuku|C. Nekamakem dokemakuceku úkólokihuhu|D. Nakamakam dakamakacaka ukalokahoka,B,v A chýbajú dĺžne,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,8
bank-t12-09-ae32465750,"Alica a Viera si posielajú po triede papieriky s odkazmi. Pani učiteľka si to všimla a papierik im zobrala. Chcela si ho prečítať, no na papieriku uvidela toto: O2č šíb5or o2p el5okš? - Č3in, eme7djôp n3ov? - Eme6žôm, el3a o1 jet6ert má3m únč6enat. - Ka3t o1 jen6dej? - On3á. Pani učiteľka zistila, že posledná veta na papieriku znamená ÁNO. O koľkej sa majú dievčatá stretnúť?",A. o tretej|B. o jednej|C. o siedmej|D. o pol piatej,B,„Tak o jednej?“,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,9
bank-t12-10-f1ecc99d04,"Zisti, aká mala byť otázka a označ odpoveď. Koľko s---n má k---a?",A. 6|B. 4|C. 12|D. 10,A,Koľko stien má kocka?,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,10
bank-t12-11-401bd1adc0,Zo štyroch slov sme vynechali všetky samohlásky. V troch prípadoch šlo o tú istú štvoricu. Z ktorého slova sme vynechali inú štvoricu ako zo zvyšných troch?,A. PRTVŤ|B. KZVŤ|C. SLVŤ|D. PRVVŤ,C,"Ide o štvoricu U -A-O-A, upratovať, ukazovať, upravovať, nesedí oslavovať.",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,11
bank-t12-12-d9534993ef,"V ktorom z uvedených slov nemožno nahradiť otázniky písmenami (1 otáznik = 1 písmeno) tak, aby vzniklo slovo (v nominatíve singuláru) označujúce druh stromu?",A. ?MRE?|B. ??DULK?|C. ?OPO?|D. ??ECH,B,"Smrek, orech, topoľ, nesedí andulka .",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,12
bank-t12-13-84346875f6,Z nasledujúcich možností sme vynechali všetky samohlásky. V troch prípadoch išlo o tú istú trojicu samohlások. V ktorej možnosti sme vynechali inú trojicu samohlások?,A. MDRN|B. PSTEĽN|C. KRKTN|D. NJDLHŠ,D,"Modern á, posteľn á, korektn á, najdlhšia.",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,13
bank-t12-14-ca056abe05,"Do troch možností je možné doplniť rovnakú dvojicu samohlások tak, aby vzniklo zmysluplné slovo (pod. meno v N sg.). V ktorej možnosti to nie je možné?",A. HLB|B. LPCH|C. MDL|D. RZM,B,"Holub, lop úch, modul, rozum.",M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,14
bank-t12-15-0f54a4e63c,Z nasledujúcich slov sme vynechali trojicu samohlások. V troch prípadoch išlo o tú istú trojicu samohlások. Z ktorého slova sme vynechali inú trojicu samohlások ako zo zvyšných troch?,A. PC|B. STLC|C. KL|D. SK,C,dopĺňame O -I-A.,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,15
bank-t12-16-0f54a4e63c,Z nasledujúcich slov sme vynechali trojicu samohlások. V troch prípadoch išlo o tú istú trojicu samohlások. Z ktorého slova sme vynechali inú trojicu samohlások ako zo zvyšných troch?,A. CHLDNČK|B. PMČK|C. MMČK|D. KRBČK,B,dopĺňame A -I-A.,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,16
bank-t12-17-0f54a4e63c,Z nasledujúcich slov sme vynechali trojicu samohlások. V troch prípadoch išlo o tú istú trojicu samohlások. Z ktorého slova sme vynechali inú trojicu samohlások ako zo zvyšných troch?,A. KRHV|B. SMT|C. PKT|D. PDŠK,B,dopĺňame O -U-A.,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,17
bank-t12-18-0f54a4e63c,Z nasledujúcich slov sme vynechali trojicu samohlások. V troch prípadoch išlo o tú istú trojicu samohlások. Z ktorého slova sme vynechali inú trojicu samohlások ako zo zvyšných troch?,A. PPR|B. KBRC|C. KŠTĽ|D. TNR,B,dopĺňame A -I-E,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,18
bank-t12-19-56971b6747,Zo štyroch slov sme vynechali všetky samohlásky. V troch prípadoch ide o tú istú trojicu samohlások. V ktorom prípade ide o inú trojicu samohlások?,A. KRJN|B. PLNN|C. KRN|D. MLN,C,dopĺňame A -I-A,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,19
bank-t12-20-0f54a4e63c,Z nasledujúcich slov sme vynechali trojicu samohlások. V troch prípadoch išlo o tú istú trojicu samohlások. Z ktorého slova sme vynechali inú trojicu samohlások ako zo zvyšných troch?,A. SSTRČK|B. SRV|C. PRN|D. SPTM,B,dopĺňame E -I-A,M6,T12,VJS,bank,sk,true,VSJP8_Mudre-predplatne_12_Ulohy-bg6kfi.pdf,VSJP8_Mudre-predplatne_12_Riesenia-ol4nxc.pdf,20
bank-t2-01-60d48005d6,Dvojica pojmov lampa – svetlo sú v rovnakom logickom vzťahu ako:,A. Topánky – nohy|B. Pec – teplo|C. Čaj – voda|D. Lampa – slnko,B,vzťah je – vyžaruje/dáva,M1,T2,VJS,bank,sk,true,VSJP8_Mudre-predplatne_2_Ulohy-hgfdda.pdf,VSJP8_Mudre-predplatne_2_Riesenia-6i0lha.pdf,1
